username,last_saved,run,topics,user_select,show_voided,sort_by_shot,ascending,null_shots_first,auto_update,auto_scroll,scroll_top,max_rows,fontsize,show_test,GUID,id
khoury,3/30/15,0,"('SESSION_LEADER','PHYSICS_OPERATOR')",ME,N,0,0,0,-1,-1,-1,80,1,,{897A27CC-D951-E711-ABE8-0050568A3DF0},{897A27CC-D951-E711-ABE8-0050568A3DF0}
dekeyser,7/24/15,0,"('PHYSICS_OPERATOR','SESSION_LEADER')",ME,N,-1,-1,0,-1,-1,-1,80,1,Y,{8A7A27CC-D951-E711-ABE8-0050568A3DF0},{8A7A27CC-D951-E711-ABE8-0050568A3DF0}
ROWELL,9/23/15,0,"('AVAILABILITY','BES','BOLO','CECE','CFP','cnpa','CXRS','DISCHARGE_CLEAN','DNB','DPCS','dust','ECE','EDGE','ENGOPS','FILD','FTCI','GPI','HALPHA','HIREX','HXR','HYBRID','IMPURITIES','LH','LPI','MDS-PLUS','MHD','MINI_PROPOSAL','MSE','NEUTRALS','NEUTRONS','NEUTS_HARDS','OPS','PCI','PHYSICS_OPERATOR','PI','PO_PLAN','PO_SUMMARY','polar','POWER_SYSTEMS','PRESSURE','RANGEFINDER','REFLECTOMETER','RF','RF_REFLECTOMETER','RGA','SESSION_LEADER','SL_PLAN','SL_SUMMARY','SOFTWARE','SPECTROSCOPY','TCI','TESTING','TESTING2','THOMPSON','TRANSPORT','TTCI','video','XRAY_PHA','XTOMO','Z_METER')",ME,N,-1,-1,0,-1,-1,-1,80,1,Y,{8B7A27CC-D951-E711-ABE8-0050568A3DF0},{8B7A27CC-D951-E711-ABE8-0050568A3DF0}
klausw,9/29/15,1150901,"('IMPURITIES','PHYSICS_OPERATOR','SESSION_LEADER','SPECTROSCOPY')",ME,N,-1,-1,0,-1,-1,-1,80,1,Y,{8C7A27CC-D951-E711-ABE8-0050568A3DF0},{8C7A27CC-D951-E711-ABE8-0050568A3DF0}
ctinman,6/8/16,1160729,"('CECE','ECE','EDGE','IMPURITIES','PHYSICS_OPERATOR','SESSION_LEADER','SL_PLAN','SL_SUMMARY','TRANSPORT','video')",ctinman,N,0,0,0,-1,-1,-1,320,1,Y,{8D7A27CC-D951-E711-ABE8-0050568A3DF0},{8D7A27CC-D951-E711-ABE8-0050568A3DF0}
LISGO,10/5/12,1070627,"('PHYSICS_OPERATOR','SESSION_LEADER','SPECTROSCOPY')",ME,N,-1,-1,0,-1,-1,-1,320,1,Y,{8E7A27CC-D951-E711-ABE8-0050568A3DF0},{8E7A27CC-D951-E711-ABE8-0050568A3DF0}
lore,7/27/14,1150819,('SPECTROSCOPY'),mlreinke,N,-1,0,0,-1,-1,-1,80,1,Y,{8F7A27CC-D951-E711-ABE8-0050568A3DF0},{8F7A27CC-D951-E711-ABE8-0050568A3DF0}
psfc-admin,7/29/14,0,"('PHYSICS_OPERATOR','SESSION_LEADER')",ME,N,-1,-1,0,-1,-1,-1,80,1,Y,{907A27CC-D951-E711-ABE8-0050568A3DF0},{907A27CC-D951-E711-ABE8-0050568A3DF0}
boettger,5/14/15,0,"('SESSION_LEADER','PHYSICS_OPERATOR')",ME,N,-1,-1,0,-1,-1,-1,80,1,,{917A27CC-D951-E711-ABE8-0050568A3DF0},{917A27CC-D951-E711-ABE8-0050568A3DF0}
ammier,7/7/15,1150903,"('AVAILABILITY','BES','BOLO','CECE','CFP','cnpa','CXRS','DAQ_ERRORS','DATA_STORAGE','DISCHARGE_CLEAN','DNB','DPCS','dust','ECE','EDGE','ENGOPS','FILD','FTCI','GPI','HALPHA','HIREX','HXR','HYBRID','IMPURITIES','LH','LPI','MDS-PLUS','MHD','MINI_PROPOSAL','MSE','NEUTRALS','NEUTRONS','NEUTS_HARDS','OPS','PCI','PHYSICS_OPERATOR','PI','PO_PLAN','PO_SUMMARY','polar','POWER_SYSTEMS','PRESSURE','RANGEFINDER','REFLECTOMETER','RF','RF_MONITOR','RF_REFLECTOMETER','RGA','SESSION_LEADER','SL_PLAN','SL_SUMMARY','SOFTWARE','SPECTROSCOPY','TCI','TESTING','TESTING2','THOMPSON','TRANSPORT','TTCI','video','XRAY_PHA','XTOMO','Z_METER')",ME,N,-1,-1,0,-1,-1,-1,80,1,Y,{927A27CC-D951-E711-ABE8-0050568A3DF0},{927A27CC-D951-E711-ABE8-0050568A3DF0}
berg,7/5/16,0,"('SESSION_LEADER','PHYSICS_OPERATOR')",ME,N,-1,-1,0,-1,-1,-1,80,1,,{937A27CC-D951-E711-ABE8-0050568A3DF0},{937A27CC-D951-E711-ABE8-0050568A3DF0}
smharper,6/6/12,1120821,"('PHYSICS_OPERATOR','SESSION_LEADER','SL_PLAN','SL_SUMMARY','SPECTROSCOPY')",ME,N,-1,-1,0,-1,-1,-1,80,1,Y,{947A27CC-D951-E711-ABE8-0050568A3DF0},{947A27CC-D951-E711-ABE8-0050568A3DF0}
tolman,5/3/16,1161003,"('AVAILABILITY','BES','BOLO','CECE','CFP','cnpa','CXRS','DAQ_ERRORS','DATA_STORAGE','DISCHARGE_CLEAN','DNB','DPCS','dust','ECE','EDGE','ENGOPS','FILD','FTCI','GPI','HALPHA','HIREX','HXR','HYBRID','IMPURITIES','LH','LPI','MDS-PLUS','MHD','MINI_PROPOSAL','MSE','NEUTRALS','NEUTRONS','NEUTS_HARDS','OPS','PCI','PHYSICS_OPERATOR','PI','PO_PLAN','PO_SUMMARY','polar','POWER_SYSTEMS','PRESSURE','RANGEFINDER','REFLECTOMETER','RF','RF_MONITOR','RF_REFLECTOMETER','RGA','SESSION_LEADER','SL_PLAN','SL_SUMMARY','SOFTWARE','SPECTROSCOPY','TCI','TESTING','TESTING2','THOMPSON','TRANSPORT','TTCI','video','XRAY_PHA','XTOMO','Z_METER')",ME,N,0,0,0,-1,-1,-1,320,1,Y,{957A27CC-D951-E711-ABE8-0050568A3DF0},{957A27CC-D951-E711-ABE8-0050568A3DF0}
JWRIGHT,9/1/16,0,"('SESSION_LEADER','PHYSICS_OPERATOR')",ME,N,-1,-1,0,-1,-1,-1,80,1,,{967A27CC-D951-E711-ABE8-0050568A3DF0},{967A27CC-D951-E711-ABE8-0050568A3DF0}
benharpt,6/15/16,0,"('CXRS','EDGE','ENGOPS','GPI','MINI_PROPOSAL','PHYSICS_OPERATOR','PO_PLAN','PO_SUMMARY','SESSION_LEADER','SL_PLAN','SL_SUMMARY','SPECTROSCOPY','THOMPSON')",ME,N,-1,0,0,-1,-1,-1,320,2,Y,{977A27CC-D951-E711-ABE8-0050568A3DF0},{977A27CC-D951-E711-ABE8-0050568A3DF0}
dlbrower,12/15/11,0,"('PHYSICS_OPERATOR','polar','SESSION_LEADER')",ME,N,-1,0,0,-1,-1,-1,80,1,Y,{987A27CC-D951-E711-ABE8-0050568A3DF0},{987A27CC-D951-E711-ABE8-0050568A3DF0}
ROLLINS,2/17/11,0,"('PHYSICS_OPERATOR','PO_PLAN','SESSION_LEADER','SL_PLAN')",ME,N,-1,0,-1,-1,-1,-1,320,2,Y,{997A27CC-D951-E711-ABE8-0050568A3DF0},{997A27CC-D951-E711-ABE8-0050568A3DF0}
KESNER,1/19/12,1101104,"('AVAILABILITY','BES','BOLO','CECE','CFP','cnpa','CXRS','DAQ_ERRORS','DATA_STORAGE','DISCHARGE_CLEAN','DNB','DPCS','dust','ECE','EDGE','ENGOPS','FILD','FTCI','GPI','HALPHA','HIREX','HXR','HYBRID','IMPURITIES','LH','LPI','MDS-PLUS','MHD','MINI_PROPOSAL','MSE','NEUTRALS','NEUTRONS','NEUTS_HARDS','OPS','PCI','PHYSICS_OPERATOR','PI','PO_PLAN','PO_SUMMARY','polar','POWER_SYSTEMS','PRESSURE','RANGEFINDER','REFLECTOMETER','RF','RF_MONITOR','RF_REFLECTOMETER','RGA','SESSION_LEADER','SL_PLAN','SL_SUMMARY','SOFTWARE','SPECTROSCOPY','TCI','TESTING','TESTING2','THOMPSON','TRANSPORT','TTCI','video','XRAY_PHA','XTOMO','Z_METER')",kesner,N,-1,-1,0,-1,-1,-1,80,1,N,{9A7A27CC-D951-E711-ABE8-0050568A3DF0},{9A7A27CC-D951-E711-ABE8-0050568A3DF0}
wding,3/2/11,1120119,"('MHD','OPS','PHYSICS_OPERATOR','PO_SUMMARY','polar','RF','SESSION_LEADER','SL_PLAN','SL_SUMMARY')",ME,N,-1,0,0,-1,-1,-1,80,1,Y,{9B7A27CC-D951-E711-ABE8-0050568A3DF0},{9B7A27CC-D951-E711-ABE8-0050568A3DF0}
georgeyu,6/10/11,1110215,"('PHYSICS_OPERATOR','SESSION_LEADER')",ME,N,-1,-1,0,-1,-1,-1,80,1,Y,{9C7A27CC-D951-E711-ABE8-0050568A3DF0},{9C7A27CC-D951-E711-ABE8-0050568A3DF0}
sierchio,10/13/11,1120815,"('GPI','MDS-PLUS')",terry,N,-1,-1,0,-1,-1,-1,80,1,N,{9D7A27CC-D951-E711-ABE8-0050568A3DF0},{9D7A27CC-D951-E711-ABE8-0050568A3DF0}
